Codigo_venta,Product_id,Empleado_id,Quantity,Dia,Month,Year,Sales,Igv,Total,Moneda,Estado,Tipo_comp
8670,P0037,1,3,15,November,2025,263.28,47.39,310.67,PEN,Procedió,Nota de crédito
8671,P0061,7,7,19,November,2024,743.05,0.0,743.05,PEN,Anulado,Factura
8672,P0068,1,5,2,November,2025,690.75,124.33,815.08,PEN,Procedió,Factura
8673,P0143,4,8,10,November,2025,781.76,140.72,922.48,PEN,Procedió,Nota de crédito
8674,P0103,1,2,18,November,2025,58.52,10.53,69.05,PEN,Procedió,Nota de crédito
8675,P0032,14,6,26,November,2024,703.74,126.67,830.41,PEN,Procedió,Boleta
8676,P0026,13,6,10,November,2025,507.72,91.39,599.11,PEN,Procedió,Factura
8677,P0013,9,10,13,November,2024,783.4,141.01,924.41,PEN,Procedió,Boleta
8678,P0009,12,5,20,November,2025,324.05,58.33,382.38,PEN,Procedió,Nota de crédito
8679,P0019,13,8,25,November,2025,847.6,152.57,1000.17,PEN,Procedió,Boleta
8680,P0104,6,2,26,November,2024,44.06,7.93,51.99,PEN,Procedió,Nota de crédito
8681,P0015,13,4,30,November,2024,33.12,5.96,39.08,PEN,Procedió,Nota de crédito
8682,P0066,2,1,10,November,2024,139.67,25.14,164.81,PEN,Procedió,Boleta
8683,P0010,8,3,15,November,2024,58.74,10.57,69.31,PEN,Procedió,Boleta
8684,P0149,12,1,27,November,2025,66.93,12.05,78.98,PEN,Procedió,Boleta
8685,P0055,7,2,29,November,2025,62.94,11.33,74.27,PEN,Procedió,Factura
8686,P0108,13,5,11,November,2024,193.2,0.0,193.2,PEN,Anulado,Factura
8687,P0131,10,5,15,November,2025,528.45,0.0,528.45,PEN,Anulado,Boleta
8688,P0108,4,10,2,November,2025,386.4,69.55,455.95,PEN,Procedió,Factura
8689,P0085,15,7,4,November,2025,367.92,0.0,367.92,PEN,Anulado,Nota de crédito
8690,P0050,3,10,27,November,2024,507.2,91.3,598.5,PEN,Procedió,Factura
8691,P0004,1,3,31,December,2024,414.36,74.58,488.94,PEN,Procedió,Boleta
8692,P0069,12,9,11,December,2025,56.43,10.16,66.59,PEN,Procedió,Boleta
8693,P0009,3,4,6,December,2024,259.24,46.66,305.9,PEN,Procedió,Boleta
8694,P0126,10,6,16,December,2025,763.68,137.46,901.14,PEN,Procedió,Boleta
8695,P0037,5,2,14,December,2024,175.52,31.59,207.11,PEN,Procedió,Nota de crédito
8696,P0122,8,6,29,December,2025,37.2,6.7,43.9,PEN,Procedió,Boleta
8697,P0031,7,3,22,December,2024,222.81,40.11,262.92,PEN,Procedió,Boleta
8698,P0058,15,7,29,December,2025,1263.22,0.0,1263.22,PEN,Anulado,Nota de crédito
8699,P0072,6,3,11,December,2024,112.02,0.0,112.02,PEN,Anulado,Factura
8700,P0123,1,6,21,December,2024,174.3,31.37,205.67,PEN,Procedió,Factura
8701,P0104,13,4,11,December,2025,88.12,15.86,103.98,PEN,Procedió,Factura
8702,P0076,3,6,30,December,2024,60.0,10.8,70.8,PEN,Procedió,Boleta
8703,P0039,2,6,15,December,2025,780.24,0.0,780.24,PEN,Anulado,Boleta
8704,P0146,14,7,1,December,2025,679.28,0.0,679.28,PEN,Anulado,Nota de crédito
8705,P0125,6,5,21,December,2024,572.8,103.1,675.9,PEN,Procedió,Factura
8706,P0133,8,4,14,December,2024,37.84,6.81,44.65,PEN,Procedió,Factura
8707,P0147,3,1,17,December,2025,18.84,3.39,22.23,PEN,Procedió,Boleta
8708,P0122,1,2,3,December,2024,12.4,2.23,14.63,PEN,Procedió,Boleta
8709,P0110,10,7,21,December,2024,1318.8,237.38,1556.18,PEN,Procedió,Factura
8710,P0093,10,5,31,December,2025,354.3,63.77,418.07,PEN,Procedió,Factura
8711,P0063,2,10,30,December,2025,708.9,127.6,836.5,PEN,Procedió,Nota de crédito
8712,P0064,14,1,23,December,2025,23.87,4.3,28.17,PEN,Procedió,Boleta
8713,P0134,1,1,1,December,2025,34.91,6.28,41.19,PEN,Procedió,Nota de crédito
8714,P0038,14,2,25,December,2024,252.54,0.0,252.54,PEN,Anulado,Boleta
8715,P0006,6,1,25,December,2024,25.31,0.0,25.31,PEN,Anulado,Nota de crédito
8716,P0081,7,6,10,December,2024,690.96,124.37,815.33,PEN,Procedió,Boleta
8717,P0043,3,10,3,December,2025,82.4,0.0,82.4,PEN,Anulado,Boleta
8718,P0122,6,6,27,December,2025,37.2,6.7,43.9,PEN,Procedió,Nota de crédito
8719,P0044,5,7,16,December,2025,1004.71,180.85,1185.56,PEN,Procedió,Boleta
8720,P0058,10,4,19,December,2025,721.84,129.93,851.77,PEN,Procedió,Boleta
8721,P0141,3,5,16,December,2025,79.4,14.29,93.69,PEN,Procedió,Factura
8722,P0017,12,9,19,December,2025,835.83,0.0,835.83,PEN,Anulado,Factura
8723,P0130,15,3,5,December,2024,116.55,20.98,137.53,PEN,Procedió,Nota de crédito
8724,P0066,13,6,3,December,2025,838.02,150.84,988.86,PEN,Procedió,Factura
8725,P0079,3,1,31,December,2024,21.14,3.81,24.95,PEN,Procedió,Nota de crédito
8726,P0008,15,10,9,December,2024,1894.4,0.0,1894.4,PEN,Anulado,Boleta
8727,P0096,10,1,21,December,2025,67.16,12.09,79.25,PEN,Procedió,Factura
8728,P0118,8,5,21,December,2024,769.75,138.56,908.31,PEN,Procedió,Factura
8729,P0031,11,5,26,December,2025,371.35,66.84,438.19,PEN,Procedió,Nota de crédito
8730,P0126,3,1,26,December,2024,127.28,22.91,150.19,PEN,Procedió,Boleta
8731,P0073,5,7,6,December,2025,65.94,0.0,65.94,PEN,Anulado,Factura
8732,P0053,12,2,18,December,2025,308.14,55.47,363.61,PEN,Procedió,Boleta
8733,P0109,6,3,11,December,2025,454.71,81.85,536.56,PEN,Procedió,Nota de crédito
8734,P0134,7,1,27,January,2024,34.91,0.0,34.91,PEN,Anulado,Boleta
8735,P0022,3,2,2,January,2024,51.78,9.32,61.1,PEN,Procedió,Factura
8736,P0099,9,8,31,January,2024,720.16,129.63,849.79,PEN,Procedió,Boleta
8737,P0073,3,1,25,January,2025,9.42,0.0,9.42,PEN,Anulado,Factura
8738,P0150,7,3,16,January,2024,346.47,62.36,408.83,PEN,Procedió,Nota de crédito
8739,P0116,9,4,9,January,2024,195.96,35.27,231.23,PEN,Procedió,Factura
8740,P0025,12,4,12,January,2024,796.04,143.29,939.33,PEN,Procedió,Factura
8741,P0054,14,2,25,January,2024,92.9,16.72,109.62,PEN,Procedió,Boleta
8742,P0053,11,1,28,January,2025,154.07,27.73,181.8,PEN,Procedió,Boleta
8743,P0053,1,5,3,January,2025,770.35,138.66,909.01,PEN,Procedió,Nota de crédito
8744,P0150,8,7,26,January,2024,808.43,145.52,953.95,PEN,Procedió,Boleta
8745,P0075,4,2,9,January,2024,391.34,70.44,461.78,PEN,Procedió,Boleta
8746,P0051,1,2,7,January,2024,103.92,18.71,122.63,PEN,Procedió,Factura
8747,P0024,14,5,4,January,2025,787.65,141.78,929.43,PEN,Procedió,Nota de crédito
8748,P0063,11,5,24,January,2025,354.45,63.8,418.25,PEN,Procedió,Nota de crédito
8749,P0004,4,2,23,January,2024,276.24,0.0,276.24,PEN,Anulado,Boleta
8750,P0071,3,9,27,January,2024,1424.79,0.0,1424.79,PEN,Anulado,Nota de crédito
8751,P0049,2,7,8,January,2025,695.94,0.0,695.94,PEN,Anulado,Factura
8752,P0036,7,1,5,January,2025,49.54,0.0,49.54,PEN,Anulado,Nota de crédito
8753,P0106,1,7,6,January,2025,566.93,102.05,668.98,PEN,Procedió,Factura
8754,P0110,12,4,1,January,2024,753.6,135.65,889.25,PEN,Procedió,Nota de crédito
8755,P0045,4,10,17,January,2024,964.0,173.52,1137.52,PEN,Procedió,Boleta
8756,P0104,10,9,10,January,2025,198.27,35.69,233.96,PEN,Procedió,Boleta
8757,P0015,12,10,17,January,2024,82.8,14.9,97.7,PEN,Procedió,Nota de crédito
8758,P0093,14,8,27,January,2025,566.88,102.04,668.92,PEN,Procedió,Nota de crédito
8759,P0032,6,1,27,January,2024,117.29,0.0,117.29,PEN,Anulado,Nota de crédito
8760,P0040,5,6,10,January,2025,1186.2,0.0,1186.2,PEN,Anulado,Boleta
8761,P0075,5,9,6,January,2025,1761.03,316.99,2078.02,PEN,Procedió,Boleta
8762,P0081,12,2,26,January,2024,230.32,41.46,271.78,PEN,Procedió,Boleta
8763,P0044,7,9,22,January,2025,1291.77,232.52,1524.29,PEN,Procedió,Boleta
8764,P0138,10,9,23,January,2025,235.44,42.38,277.82,PEN,Procedió,Factura
8765,P0123,7,7,29,January,2024,203.35,36.6,239.95,PEN,Procedió,Boleta
8766,P0141,5,3,31,January,2024,47.64,8.58,56.22,PEN,Procedió,Nota de crédito
8767,P0013,13,4,28,January,2025,313.36,56.4,369.76,PEN,Procedió,Factura
8768,P0094,14,6,5,January,2025,888.72,0.0,888.72,PEN,Anulado,Boleta
8769,P0114,4,10,29,January,2025,179.1,32.24,211.34,PEN,Procedió,Nota de crédito
8770,P0054,10,7,9,January,2024,325.15,58.53,383.68,PEN,Procedió,Boleta
8771,P0056,6,5,30,January,2025,442.6,79.67,522.27,PEN,Procedió,Boleta
8772,P0096,3,2,30,January,2024,134.32,24.18,158.5,PEN,Procedió,Boleta
8773,P0140,6,8,11,January,2025,219.12,39.44,258.56,PEN,Procedió,Factura
8774,P0093,11,6,8,January,2025,425.16,76.53,501.69,PEN,Procedió,Boleta
8775,P0098,4,6,26,January,2025,689.52,124.11,813.63,PEN,Procedió,Boleta
8776,P0050,8,6,27,January,2024,304.32,54.78,359.1,PEN,Procedió,Factura
8777,P0070,3,4,25,January,2025,377.84,68.01,445.85,PEN,Procedió,Boleta
8778,P0013,13,3,27,January,2025,235.02,42.3,277.32,PEN,Procedió,Factura
8779,P0024,13,7,31,January,2024,1102.71,198.49,1301.2,PEN,Procedió,Nota de crédito
8780,P0051,15,5,20,January,2025,259.8,0.0,259.8,PEN,Anulado,Factura
8781,P0064,7,4,4,January,2025,95.48,17.19,112.67,PEN,Procedió,Factura
8782,P0148,15,4,30,January,2025,338.76,60.98,399.74,PEN,Procedió,Factura
8783,P0136,9,10,19,January,2024,1537.6,276.77,1814.37,PEN,Procedió,Nota de crédito
8784,P0104,3,2,6,January,2024,44.06,7.93,51.99,PEN,Procedió,Factura
8785,P0132,4,10,7,January,2025,1083.2,0.0,1083.2,PEN,Anulado,Boleta
8786,P0023,2,10,21,January,2024,509.3,91.67,600.97,PEN,Procedió,Boleta
8787,P0109,13,4,31,January,2024,606.28,109.13,715.41,PEN,Procedió,Boleta
8788,P0038,1,7,22,January,2025,883.89,0.0,883.89,PEN,Anulado,Boleta
8789,P0062,1,4,29,January,2024,452.6,81.47,534.07,PEN,Procedió,Boleta
8790,P0048,15,7,3,January,2024,506.38,91.15,597.53,PEN,Procedió,Nota de crédito
8791,P0041,5,10,24,January,2025,898.5,161.73,1060.23,PEN,Procedió,Boleta
8792,P0065,5,3,11,January,2024,231.63,41.69,273.32,PEN,Procedió,Nota de crédito
8793,P0085,14,7,4,January,2025,367.92,0.0,367.92,PEN,Anulado,Factura
8794,P0118,15,6,22,January,2025,923.7,166.27,1089.97,PEN,Procedió,Factura
8795,P0037,15,8,6,January,2025,702.08,126.37,828.45,PEN,Procedió,Nota de crédito
8796,P0146,4,2,26,January,2025,194.08,0.0,194.08,PEN,Anulado,Boleta
8797,P0080,4,9,10,January,2025,637.2,114.7,751.9,PEN,Procedió,Nota de crédito
8798,P0007,2,1,1,January,2025,180.94,32.57,213.51,PEN,Procedió,Boleta
8799,P0113,8,2,15,February,2025,266.6,47.99,314.59,PEN,Procedió,Boleta
8800,P0004,13,2,6,February,2024,276.24,0.0,276.24,PEN,Anulado,Nota de crédito
8801,P0109,6,4,3,February,2025,606.28,109.13,715.41,PEN,Procedió,Factura
8802,P0123,11,4,4,February,2024,116.2,20.92,137.12,PEN,Procedió,Boleta
8803,P0135,12,2,3,February,2025,362.1,65.18,427.28,PEN,Procedió,Nota de crédito
8804,P0129,14,10,2,February,2024,865.8,155.84,1021.64,PEN,Procedió,Factura
8805,P0072,2,5,26,February,2024,186.7,33.61,220.31,PEN,Procedió,Nota de crédito
8806,P0132,10,5,10,February,2024,541.6,97.49,639.09,PEN,Procedió,Boleta
8807,P0070,13,10,15,February,2025,944.6,170.03,1114.63,PEN,Procedió,Factura
8808,P0057,7,8,16,February,2024,843.2,151.78,994.98,PEN,Procedió,Boleta
8809,P0101,2,5,28,February,2024,879.8,158.36,1038.16,PEN,Procedió,Boleta
8810,P0067,12,5,15,February,2024,152.25,27.4,179.65,PEN,Procedió,Factura
8811,P0049,3,6,5,February,2025,596.52,0.0,596.52,PEN,Anulado,Factura
8812,P0110,13,2,3,February,2025,376.8,67.82,444.62,PEN,Procedió,Nota de crédito
8813,P0143,3,6,4,February,2025,586.32,105.54,691.86,PEN,Procedió,Factura
8814,P0104,14,1,19,February,2024,22.03,3.97,26.0,PEN,Procedió,Nota de crédito
8815,P0006,14,1,22,February,2025,25.31,4.56,29.87,PEN,Procedió,Nota de crédito
8816,P0011,1,6,22,February,2024,245.4,44.17,289.57,PEN,Procedió,Nota de crédito
8817,P0146,8,9,10,February,2024,873.36,157.2,1030.56,PEN,Procedió,Factura
8818,P0096,14,4,12,February,2025,268.64,0.0,268.64,PEN,Anulado,Factura
8819,P0033,13,2,6,February,2024,186.2,33.52,219.72,PEN,Procedió,Factura
8820,P0102,14,8,9,February,2024,1596.0,287.28,1883.28,PEN,Procedió,Factura
8821,P0150,10,9,10,February,2025,1039.41,187.09,1226.5,PEN,Procedió,Nota de crédito
8822,P0032,5,1,7,February,2024,117.29,21.11,138.4,PEN,Procedió,Boleta
8823,P0092,3,6,19,February,2025,475.02,0.0,475.02,PEN,Anulado,Nota de crédito
8824,P0117,7,8,14,February,2024,722.08,129.97,852.05,PEN,Procedió,Boleta
8825,P0013,5,7,2,February,2024,548.38,0.0,548.38,PEN,Anulado,Factura
8826,P0149,2,9,11,February,2025,602.37,108.43,710.8,PEN,Procedió,Boleta
8827,P0112,1,4,14,February,2025,340.12,61.22,401.34,PEN,Procedió,Factura
8828,P0082,5,6,10,February,2024,601.26,108.23,709.49,PEN,Procedió,Factura
8829,P0072,4,5,22,February,2024,186.7,33.61,220.31,PEN,Procedió,Factura
8830,P0014,2,3,19,February,2024,99.3,17.87,117.17,PEN,Procedió,Boleta
8831,P0116,9,4,28,February,2025,195.96,35.27,231.23,PEN,Procedió,Boleta
8832,P0095,7,8,7,February,2025,1169.84,210.57,1380.41,PEN,Procedió,Boleta
8833,P0066,15,4,1,February,2025,558.68,100.56,659.24,PEN,Procedió,Nota de crédito
8834,P0047,8,6,18,February,2024,730.32,131.46,861.78,PEN,Procedió,Factura
8835,P0133,15,7,9,February,2025,66.22,11.92,78.14,PEN,Procedió,Nota de crédito
8836,P0125,4,8,7,February,2025,916.48,0.0,916.48,PEN,Anulado,Boleta
8837,P0129,12,6,12,February,2025,519.48,93.51,612.99,PEN,Procedió,Nota de crédito
8838,P0088,13,2,8,February,2024,52.06,9.37,61.43,PEN,Procedió,Boleta
8839,P0082,4,8,24,February,2024,801.68,0.0,801.68,PEN,Anulado,Boleta
8840,P0106,14,4,7,February,2025,323.96,0.0,323.96,PEN,Anulado,Boleta
8841,P0130,2,5,17,February,2024,194.25,34.96,229.21,PEN,Procedió,Factura
8842,P0069,4,8,23,February,2025,50.16,0.0,50.16,PEN,Anulado,Nota de crédito
8843,P0119,1,2,1,February,2025,251.02,45.18,296.2,PEN,Procedió,Factura
8844,P0020,11,9,3,February,2024,50.13,9.02,59.15,PEN,Procedió,Factura
8845,P0039,6,2,24,February,2025,260.08,46.81,306.89,PEN,Procedió,Factura
8846,P0124,7,4,15,February,2024,614.76,110.66,725.42,PEN,Procedió,Nota de crédito
8847,P0111,3,5,21,February,2025,140.7,25.33,166.03,PEN,Procedió,Boleta
8848,P0077,15,1,23,February,2024,137.73,24.79,162.52,PEN,Procedió,Boleta
8849,P0030,5,10,13,February,2025,1008.0,0.0,1008.0,PEN,Anulado,Boleta
8850,P0113,8,5,3,February,2024,666.5,119.97,786.47,PEN,Procedió,Nota de crédito
8851,P0049,3,8,20,February,2024,795.36,143.16,938.52,PEN,Procedió,Factura
8852,P0148,8,3,16,February,2024,254.07,45.73,299.8,PEN,Procedió,Factura
8853,P0062,1,1,21,February,2024,113.15,20.37,133.52,PEN,Procedió,Boleta
8854,P0043,15,10,16,February,2025,82.4,14.83,97.23,PEN,Procedió,Nota de crédito
8855,P0057,5,6,8,February,2024,632.4,113.83,746.23,PEN,Procedió,Factura
8856,P0008,8,6,9,February,2024,1136.64,0.0,1136.64,PEN,Anulado,Boleta
8857,P0078,11,7,6,February,2024,990.71,178.33,1169.04,PEN,Procedió,Nota de crédito
8858,P0150,1,10,23,February,2024,1154.9,207.88,1362.78,PEN,Procedió,Nota de crédito
8859,P0107,14,4,9,February,2025,689.6,124.13,813.73,PEN,Procedió,Factura
8860,P0114,13,7,26,February,2024,125.37,0.0,125.37,PEN,Anulado,Factura
8861,P0076,6,1,9,February,2024,10.0,1.8,11.8,PEN,Procedió,Factura
8862,P0058,2,8,27,February,2024,1443.68,259.86,1703.54,PEN,Procedió,Nota de crédito
8863,P0059,9,2,22,February,2024,183.58,33.04,216.62,PEN,Procedió,Boleta
8864,P0138,8,4,3,February,2025,104.64,0.0,104.64,PEN,Anulado,Factura
8865,P0018,2,9,3,February,2024,1158.12,208.46,1366.58,PEN,Procedió,Boleta
8866,P0063,13,10,15,February,2025,708.9,127.6,836.5,PEN,Procedió,Boleta
8867,P0102,9,7,19,February,2024,1396.5,251.37,1647.87,PEN,Procedió,Nota de crédito
8868,P0085,15,1,25,February,2025,52.56,9.46,62.02,PEN,Procedió,Factura
8869,P0136,9,8,7,February,2024,1230.08,221.41,1451.49,PEN,Procedió,Nota de crédito
8870,P0032,15,2,4,February,2025,234.58,42.22,276.8,PEN,Procedió,Nota de crédito
8871,P0098,13,1,24,February,2025,114.92,20.69,135.61,PEN,Procedió,Factura
8872,P0047,7,7,12,February,2024,852.04,153.37,1005.41,PEN,Procedió,Factura
8873,P0109,13,8,1,February,2024,1212.56,218.26,1430.82,PEN,Procedió,Nota de crédito
8874,P0064,6,3,9,February,2024,71.61,12.89,84.5,PEN,Procedió,Factura
8875,P0111,1,9,9,February,2025,253.26,45.59,298.85,PEN,Procedió,Nota de crédito
8876,P0044,8,9,5,February,2024,1291.77,0.0,1291.77,PEN,Anulado,Boleta
8877,P0110,3,8,7,February,2024,1507.2,271.3,1778.5,PEN,Procedió,Boleta
8878,P0001,5,3,5,February,2025,483.15,86.97,570.12,PEN,Procedió,Factura
8879,P0015,2,10,24,February,2025,82.8,14.9,97.7,PEN,Procedió,Nota de crédito
8880,P0032,15,5,25,February,2024,586.45,0.0,586.45,PEN,Anulado,Boleta
8881,P0117,13,4,21,February,2025,361.04,64.99,426.03,PEN,Procedió,Factura
8882,P0134,9,3,11,February,2025,104.73,0.0,104.73,PEN,Anulado,Boleta
8883,P0124,14,7,3,February,2024,1075.83,193.65,1269.48,PEN,Procedió,Nota de crédito
8884,P0141,3,2,7,February,2025,31.76,5.72,37.48,PEN,Procedió,Factura
8885,P0057,14,6,19,February,2025,632.4,113.83,746.23,PEN,Procedió,Nota de crédito
8886,P0029,8,6,26,February,2024,608.76,109.58,718.34,PEN,Procedió,Factura
8887,P0124,2,7,6,February,2025,1075.83,193.65,1269.48,PEN,Procedió,Factura
8888,P0008,8,9,20,March,2025,1704.96,306.89,2011.85,PEN,Procedió,Factura
8889,P0142,4,5,18,March,2025,781.65,140.7,922.35,PEN,Procedió,Boleta
8890,P0136,12,8,22,March,2025,1230.08,221.41,1451.49,PEN,Procedió,Factura
8891,P0136,15,2,21,March,2024,307.52,55.35,362.87,PEN,Procedió,Boleta
8892,P0095,8,8,19,March,2025,1169.84,210.57,1380.41,PEN,Procedió,Boleta
8893,P0072,4,9,2,March,2025,336.06,0.0,336.06,PEN,Anulado,Nota de crédito
8894,P0133,1,5,23,March,2025,47.3,0.0,47.3,PEN,Anulado,Factura
8895,P0118,14,5,11,March,2025,769.75,138.56,908.31,PEN,Procedió,Boleta
8896,P0097,1,1,15,March,2025,106.54,19.18,125.72,PEN,Procedió,Nota de crédito
8897,P0054,6,7,17,March,2024,325.15,58.53,383.68,PEN,Procedió,Boleta
8898,P0039,1,8,14,March,2024,1040.32,187.26,1227.58,PEN,Procedió,Nota de crédito
8899,P0139,12,7,16,March,2025,445.83,80.25,526.08,PEN,Procedió,Nota de crédito
8900,P0104,8,2,12,March,2024,44.06,7.93,51.99,PEN,Procedió,Factura
8901,P0039,5,2,28,March,2025,260.08,46.81,306.89,PEN,Procedió,Boleta
8902,P0031,6,7,17,March,2025,519.89,93.58,613.47,PEN,Procedió,Factura
8903,P0044,15,9,8,March,2024,1291.77,0.0,1291.77,PEN,Anulado,Factura
8904,P0007,12,10,22,March,2024,1809.4,325.69,2135.09,PEN,Procedió,Nota de crédito
8905,P0102,7,6,25,March,2025,1197.0,215.46,1412.46,PEN,Procedió,Factura
8906,P0068,8,10,23,March,2025,1381.5,248.67,1630.17,PEN,Procedió,Factura
8907,P0076,4,1,13,March,2024,10.0,1.8,11.8,PEN,Procedió,Factura
8908,P0102,8,2,5,March,2024,399.0,71.82,470.82,PEN,Procedió,Nota de crédito
8909,P0079,3,9,11,March,2025,190.26,0.0,190.26,PEN,Anulado,Factura
8910,P0147,7,10,9,March,2024,188.4,33.91,222.31,PEN,Procedió,Nota de crédito
8911,P0137,13,3,9,March,2025,73.83,13.29,87.12,PEN,Procedió,Nota de crédito
8912,P0047,13,10,25,March,2024,1217.2,219.1,1436.3,PEN,Procedió,Nota de crédito
8913,P0001,12,6,10,March,2025,966.3,173.93,1140.23,PEN,Procedió,Boleta
8914,P0147,4,1,31,March,2024,18.84,3.39,22.23,PEN,Procedió,Boleta
8915,P0031,7,2,23,March,2025,148.54,26.74,175.28,PEN,Procedió,Boleta
8916,P0002,10,4,19,March,2024,454.08,0.0,454.08,PEN,Anulado,Nota de crédito
8917,P0035,15,9,7,March,2024,1234.98,0.0,1234.98,PEN,Anulado,Boleta
8918,P0050,9,3,7,March,2024,152.16,27.39,179.55,PEN,Procedió,Nota de crédito
8919,P0140,13,1,11,March,2024,27.39,4.93,32.32,PEN,Procedió,Boleta
8920,P0022,7,10,27,March,2024,258.9,46.6,305.5,PEN,Procedió,Nota de crédito
8921,P0124,3,8,9,March,2024,1229.52,0.0,1229.52,PEN,Anulado,Nota de crédito
8922,P0112,13,5,10,March,2025,425.15,76.53,501.68,PEN,Procedió,Boleta
8923,P0041,2,8,16,March,2024,718.8,129.38,848.18,PEN,Procedió,Boleta
8924,P0123,6,8,6,March,2025,232.4,41.83,274.23,PEN,Procedió,Nota de crédito
8925,P0019,2,4,6,March,2024,423.8,76.28,500.08,PEN,Procedió,Factura
8926,P0082,8,9,20,March,2024,901.89,162.34,1064.23,PEN,Procedió,Factura
8927,P0008,1,7,6,March,2025,1326.08,238.69,1564.77,PEN,Procedió,Boleta
8928,P0104,6,1,8,March,2025,22.03,3.97,26.0,PEN,Procedió,Nota de crédito
8929,P0142,1,7,27,March,2025,1094.31,196.98,1291.29,PEN,Procedió,Nota de crédito
8930,P0093,7,3,24,March,2024,212.58,38.26,250.84,PEN,Procedió,Boleta
8931,P0104,15,5,10,March,2024,110.15,19.83,129.98,PEN,Procedió,Boleta
8932,P0122,14,3,4,March,2024,18.6,3.35,21.95,PEN,Procedió,Nota de crédito
8933,P0119,7,5,23,March,2024,627.55,0.0,627.55,PEN,Anulado,Factura
8934,P0101,5,7,21,March,2025,1231.72,221.71,1453.43,PEN,Procedió,Boleta
8935,P0015,10,7,18,March,2024,57.96,10.43,68.39,PEN,Procedió,Boleta
8936,P0010,14,6,3,March,2025,117.48,21.15,138.63,PEN,Procedió,Nota de crédito
8937,P0106,8,1,4,March,2025,80.99,14.58,95.57,PEN,Procedió,Boleta
8938,P0095,13,3,21,March,2025,438.69,78.96,517.65,PEN,Procedió,Factura
8939,P0038,12,6,27,March,2024,757.62,136.37,893.99,PEN,Procedió,Boleta
8940,P0112,1,10,2,March,2024,850.3,153.05,1003.35,PEN,Procedió,Nota de crédito
8941,P0114,5,6,31,March,2025,107.46,19.34,126.8,PEN,Procedió,Nota de crédito
8942,P0059,15,6,24,March,2025,550.74,99.13,649.87,PEN,Procedió,Boleta
8943,P0141,14,2,30,March,2024,31.76,5.72,37.48,PEN,Procedió,Factura
8944,P0039,8,6,22,March,2025,780.24,140.44,920.68,PEN,Procedió,Boleta
8945,P0080,8,2,29,March,2025,141.6,25.49,167.09,PEN,Procedió,Factura
8946,P0117,5,1,29,March,2025,90.26,16.25,106.51,PEN,Procedió,Factura
8947,P0014,1,4,2,March,2025,132.4,23.83,156.23,PEN,Procedió,Nota de crédito
8948,P0017,10,9,14,March,2024,835.83,150.45,986.28,PEN,Procedió,Factura
8949,P0118,2,4,22,March,2025,615.8,110.84,726.64,PEN,Procedió,Nota de crédito
8950,P0008,4,4,19,March,2025,757.76,0.0,757.76,PEN,Anulado,Factura
8951,P0125,14,9,29,March,2025,1031.04,185.59,1216.63,PEN,Procedió,Nota de crédito
8952,P0123,10,9,24,March,2024,261.45,0.0,261.45,PEN,Anulado,Nota de crédito
8953,P0142,9,2,10,March,2025,312.66,0.0,312.66,PEN,Anulado,Factura
8954,P0026,9,5,28,March,2025,423.1,76.16,499.26,PEN,Procedió,Boleta
8955,P0099,9,3,10,March,2025,270.06,48.61,318.67,PEN,Procedió,Nota de crédito
8956,P0115,10,8,26,March,2025,1247.84,224.61,1472.45,PEN,Procedió,Boleta
8957,P0140,12,3,11,March,2024,82.17,14.79,96.96,PEN,Procedió,Factura
8958,P0143,14,6,14,March,2024,586.32,0.0,586.32,PEN,Anulado,Factura
8959,P0058,10,4,30,March,2024,721.84,129.93,851.77,PEN,Procedió,Nota de crédito
8960,P0039,1,3,24,March,2024,390.12,70.22,460.34,PEN,Procedió,Factura
8961,P0043,2,9,7,March,2025,74.16,13.35,87.51,PEN,Procedió,Factura
8962,P0005,7,9,19,March,2024,1495.44,0.0,1495.44,PEN,Anulado,Boleta
8963,P0005,11,2,31,March,2025,332.32,59.82,392.14,PEN,Procedió,Nota de crédito
8964,P0141,9,6,16,March,2024,95.28,17.15,112.43,PEN,Procedió,Boleta
8965,P0027,3,9,10,March,2024,308.61,55.55,364.16,PEN,Procedió,Factura
8966,P0033,5,6,15,March,2025,558.6,100.55,659.15,PEN,Procedió,Boleta
8967,P0105,1,1,2,March,2024,137.37,24.73,162.1,PEN,Procedió,Factura
8968,P0045,10,5,16,March,2024,482.0,86.76,568.76,PEN,Procedió,Nota de crédito
8969,P0030,11,1,21,March,2024,100.8,18.14,118.94,PEN,Procedió,Nota de crédito
8970,P0126,2,6,6,March,2024,763.68,137.46,901.14,PEN,Procedió,Nota de crédito
8971,P0041,4,8,5,March,2025,718.8,129.38,848.18,PEN,Procedió,Factura
8972,P0149,15,6,18,March,2025,401.58,72.28,473.86,PEN,Procedió,Nota de crédito
8973,P0020,3,6,29,March,2024,33.42,6.02,39.44,PEN,Procedió,Nota de crédito
8974,P0009,9,10,19,March,2024,648.1,0.0,648.1,PEN,Anulado,Nota de crédito
8975,P0132,13,2,8,March,2025,216.64,39.0,255.64,PEN,Procedió,Factura
8976,P0044,7,6,9,March,2025,861.18,155.01,1016.19,PEN,Procedió,Factura
8977,P0020,3,3,20,March,2024,16.71,0.0,16.71,PEN,Anulado,Nota de crédito
8978,P0078,7,6,27,March,2024,849.18,152.85,1002.03,PEN,Procedió,Nota de crédito
8979,P0050,1,4,1,March,2024,202.88,0.0,202.88,PEN,Anulado,Factura
